label,createdAt,captureSpeed,gravityFilter,averageFilter,elapsedTimeInSeconds,androidId,name,manufacturer,brand,brand,accelerometerMaxRange,accelerometerName,accelerometerMinDelay,gyroscopeMaxRange,gyroscopeName,gyroscopeMinDelay
brake normal 50kmh,2023-04-26 13:44:13.027,250.0,true,Low-Pass Filter,6,2ccc978eef8e0f22,Pieter,samsung,samsung,SM-A515F,78.45320129394531,LSM6DSL Accelerometer,2000,17.45326042175293,LSM6DSL Gyroscope,2000
timestamp,accelerometerXAxis,accelerometerYAxis,accelerometerZAxis,gyroscopeXAxis,gyroscopeYAxis,gyroscopeZAxis,latitude,longitude,speedKmh
2023-04-26 13:44:13.075,0.02694632299244404,-0.41477692127227783,-0.33923816680908203,0.039095375686883926,-6.108650122769177E-4,0.0024434609804302454,39.83800506591797,-8.592284202575684,47.5
2023-04-26 13:44:13.328,0.08695918321609497,-0.1639358103275299,-0.619105339050293,-0.022602014243602753,-0.01710422709584236,-0.003054325934499502,39.83800506591797,-8.592284202575684,47.5
2023-04-26 13:44:13.581,0.10300221294164658,-0.3595357835292816,0.7097549438476562,0.004886921960860491,0.006108651868999004,-0.005497787147760391,39.83800506591797,-8.592284202575684,47.5
2023-04-26 13:44:13.834,0.01597767136991024,0.23358267545700073,-0.5988836288452148,-0.02076941914856434,0.018936822190880775,-0.0024434609804302454,39.837982177734375,-8.592135429382324,47.20000076293945
2023-04-26 13:44:14.098,-0.11153207719326019,0.10184958577156067,-0.08256721496582031,-0.0024434609804302454,0.012828170321881771,-6.108650122769177E-4,39.837982177734375,-8.592135429382324,47.20000076293945
2023-04-26 13:44:14.350,-0.20905791223049164,-1.5694615840911865,0.3234577178955078,-0.02076941914856434,0.0024434609804302454,0.0,39.837982177734375,-8.592135429382324,47.20000076293945
2023-04-26 13:44:14.602,-0.12843772768974304,-0.7631466388702393,0.16789627075195312,0.003054325934499502,-0.00427605677396059,-0.01038470957428217,39.837982177734375,-8.592135429382324,47.20000076293945
2023-04-26 13:44:14.867,0.09841907769441605,-0.38471031188964844,0.4100532531738281,0.0036651920527219772,0.025656340643763542,-6.108650122769177E-4,39.83796691894531,-8.591989517211914,44.400001525878906
2023-04-26 13:44:15.119,0.30162376165390015,-0.1038060188293457,0.17840099334716797,-0.004886921960860491,0.021380282938480377,-0.01038470957428217,39.83796691894531,-8.591989517211914,44.400001525878906
2023-04-26 13:44:15.372,0.12849876284599304,-0.3304140567779541,0.00160121894441545,0.0,0.006719517987221479,-0.018325956538319588,39.83796691894531,-8.591989517211914,44.400001525878906
2023-04-26 13:44:15.625,-0.26389673352241516,-0.40431904792785645,0.21142578125,-0.0018325960263609886,0.012217304669320583,-0.018325956538319588,39.83796691894531,-8.591989517211914,44.400001525878906
2023-04-26 13:44:15.877,-0.06666959822177887,-0.5743944644927979,0.8352727890014648,0.005497787147760391,0.015271631069481373,-0.006719517987221479,39.83795166015625,-8.591874122619629,32.099998474121094
2023-04-26 13:44:16.133,-0.16516202688217163,-0.858788251876831,-0.4930295944213867,-0.00733038317412138,0.01160643994808197,-0.014049900695681572,39.83795166015625,-8.591874122619629,32.099998474121094
2023-04-26 13:44:16.386,-0.2815404534339905,-0.2660086154937744,1.0261564254760742,0.007941247895359993,-0.010995574295520782,-0.01466076634824276,39.83795166015625,-8.591874122619629,32.099998474121094
2023-04-26 13:44:16.640,-0.05135379731655121,-0.44074344635009766,0.2036142349243164,0.005497787147760391,0.039706241339445114,-0.00855211354792118,39.83795166015625,-8.591874122619629,32.099998474121094
2023-04-26 13:44:16.891,-0.05476848781108856,-0.3593876361846924,0.45429325103759766,0.0024434609804302454,-0.009162978269159794,-0.006108651868999004,39.83793640136719,-8.591804504394531,18.700000762939453
2023-04-26 13:44:17.144,-0.05167520046234131,-0.33838844299316406,0.6608552932739258,-0.0036651920527219772,0.009162978269159794,-0.013439035043120384,39.83793640136719,-8.591804504394531,18.700000762939453
2023-04-26 13:44:17.399,-0.06399060785770416,-0.15454769134521484,0.8668069839477539,-0.005497787147760391,-0.00733038317412138,-0.003054325934499502,39.83793640136719,-8.591804504394531,18.700000762939453
2023-04-26 13:44:17.652,-0.2522204518318176,0.05641436576843262,0.6530466079711914,-0.00427605677396059,0.0024434609804302454,-0.00427605677396059,39.83793640136719,-8.591804504394531,18.700000762939453
2023-04-26 13:44:17.905,-0.23384462296962738,-0.06491851806640625,0.5681934356689453,-0.0036651920527219772,-0.02382374368607998,-0.010995574295520782,39.83792495727539,-8.591785430908203,3.200000047683716
2023-04-26 13:44:18.158,-0.22931286692619324,4.170030117034912,1.0154762268066406,0.013439035043120384,-0.004886921960860491,-0.01160643994808197,39.83792495727539,-8.591785430908203,3.200000047683716
2023-04-26 13:44:18.410,-0.06672674417495728,0.8315405249595642,-0.4632101058959961,0.009162978269159794,-0.0018325960263609886,-0.004886921960860491,39.83792495727539,-8.591785430908203,3.200000047683716
2023-04-26 13:44:18.663,-0.0373232364654541,0.6199347376823425,0.5045251846313477,-0.015271631069481373,-0.025656340643763542,-0.0036651920527219772,39.83792495727539,-8.591785430908203,3.200000047683716
2023-04-26 13:44:18.916,-0.04346860945224762,0.498252809047699,0.05098152160644531,0.006108651868999004,6.108650122769177E-4,-0.003054325934499502,39.83792495727539,-8.591789245605469,4.349999904632568
