accelerometerXAxis,accelerometerYAxis,accelerometerZAxis,gyroscopeXAxis,gyroscopeYAxis,gyroscopeZAxis,Latitude,Longitude
0.5338418483734131,-0.010407119989395142,-0.20103931427001953,0.0006108650122769177,-0.007941247895359993,0.0006108650122769177,39.74098205566406,-8.81871223449707
-0.2939649820327759,-0.008621543645858765,-0.06507396697998047,0.0018325960263609886,-0.0012217300245538354,0.006108651868999004,39.74098205566406,-8.81871223449707
-0.5574774742126465,-0.03390058875083923,0.1190805435180664,0.0018325960263609886,-0.006719517987221479,0.005497787147760391,39.74098205566406,-8.81871223449707
-0.4214674234390259,-0.028969496488571167,0.2965564727783203,0.0018325960263609886,-0.00733038317412138,0.00427605677396059,39.74098205566406,-8.81871223449707
-0.6632832288742065,0.016316473484039307,-0.019655227661132812,0.003054325934499502,-0.00427605677396059,0.006719517987221479,39.74098205566406,-8.81871223449707
-0.06603968143463135,0.20137733221054077,0.10924053192138672,0.01038470957428217,0.0024434609804302454,0.003054325934499502,39.74098205566406,-8.81871223449707
-0.9601902365684509,-0.2280411422252655,-0.7497987747192383,0.021991148591041565,-0.006719517987221479,0.0018325960263609886,39.74098205566406,-8.81871223449707
-0.3163912296295166,1.476639747619629,1.3469171524047852,0.012828170321881771,0.018936822190880775,-0.003054325934499502,39.74098205566406,-8.81871223449707
0.21219384670257568,2.9024977684020996,0.8077735900878906,0.04459316283464432,-0.01771509274840355,0.01466076634824276,39.74098205566406,-8.81871223449707
-0.013998627662658691,2.893481731414795,0.5387363433837891,0.003054325934499502,-0.00855211354792118,0.02687807008624077,39.74098205566406,-8.81871223449707
-2.1265885829925537,2.50868558883667,-1.2125930786132812,0.015882495790719986,-0.07941248267889023,0.03237585723400116,39.74098205566406,-8.818706512451172
0.1505800485610962,-0.7731136083602905,-0.5167179107666016,-0.060475658625364304,-0.014049900695681572,0.04214970022439957,39.74098205566406,-8.818706512451172
-0.47105175256729126,1.2900556325912476,0.0075216288678348064,0.04703662544488907,0.031154127791523933,-0.003054325934499502,39.74098205566406,-8.818706512451172
0.07663142681121826,0.5582126379013062,0.603245735168457,-0.051312681287527084,0.00427605677396059,0.015271631069481373,39.74098205566406,-8.818706512451172
-1.2775894403457642,-0.1817309856414795,0.4221057891845703,-0.012828170321881771,0.00733038317412138,0.027488935738801956,39.74098205566406,-8.818670272827148
-0.3185223340988159,0.4358811378479004,-0.3731956481933594,0.02321287989616394,0.010995574295520782,0.00733038317412138,39.74098205566406,-8.818670272827148
-0.1640162467956543,-0.10246801376342773,0.9469394683837891,-0.06414084881544113,-0.0018325960263609886,0.006719517987221479,39.74098205566406,-8.818670272827148
0.6305923461914062,0.29796338081359863,-0.9901065826416016,-0.00427605677396059,0.022602014243602753,-0.006108651868999004,39.740989685058594,-8.81859302520752
0.24338126182556152,-0.0213472843170166,0.4474296569824219,0.021991148591041565,0.009162978269159794,-0.015882495790719986,39.740989685058594,-8.81859302520752
0.06028401851654053,0.42850732803344727,-0.811680793762207,0.01771509274840355,0.04337143152952194,-0.021380282938480377,39.740989685058594,-8.81859302520752
0.4675736427307129,0.16368722915649414,0.17937755584716797,-0.004886921960860491,-0.03420845419168472,-0.007941247895359993,39.740989685058594,-8.81859302520752
0.6274400949478149,-2.843453884124756,-0.6792020797729492,-0.10934487730264664,-0.00855211354792118,-0.00733038317412138,39.740997314453125,-8.818490028381348
-0.18448662757873535,1.009676218032837,-0.5033960342407227,0.02382374368607998,-0.003054325934499502,-0.015271631069481373,39.740997314453125,-8.818490028381348
-1.1841638088226318,1.489418387413025,-1.762765884399414,-0.00733038317412138,-0.03848451003432274,-0.012828170321881771,39.740997314453125,-8.818490028381348
-0.15861380100250244,0.4075270891189575,0.6367053985595703,-0.006108651868999004,-0.04337143152952194,-0.02076941914856434,39.740997314453125,-8.818490028381348
-0.059212446212768555,0.01139909029006958,-0.22198104858398438,0.0018325960263609886,0.0012217300245538354,0.004886921960860491,39.74098587036133,-8.818713188171387
0.3058263063430786,7.614499918418005e-05,-0.054482460021972656,-0.0006108650122769177,-0.003054325934499502,0.00427605677396059,39.74098587036133,-8.818713188171387
0.131402850151062,-0.13483446836471558,-0.17583179473876953,0.0018325960263609886,-0.004886921960860491,0.0024434609804302454,39.74098587036133,-8.818713188171387
0.1491764783859253,0.15199586749076843,0.3134450912475586,0.012828170321881771,-0.0012217300245538354,0.0024434609804302454,39.74098587036133,-8.818713188171387
-0.4606383442878723,0.4958185851573944,0.1499958038330078,0.022602014243602753,-0.016493361443281174,0.0018325960263609886,39.74098587036133,-8.818713188171387
0.5545870065689087,0.755730390548706,-0.06429862976074219,0.018325956538319588,-0.009162978269159794,0.0036651920527219772,39.74098587036133,-8.818713188171387
0.2358168363571167,0.45389270782470703,0.31618213653564453,0.00427605677396059,0.00733038317412138,-0.0006108650122769177,39.74098587036133,-8.818713188171387
-0.20456337928771973,0.4811086654663086,0.8254413604736328,0.009773843921720982,-0.010995574295520782,-0.003054325934499502,39.74098587036133,-8.818713188171387
