accelerometerXAxis,accelerometerYAxis,accelerometerZAxis,gyroscopeXAxis,gyroscopeYAxis,gyroscopeZAxis,Latitude,Longitude
0.17614689469337463,0.07693976163864136,0.2628517150878906,0.005192354437895119,0.0009162980131804943,-0.002748893981333822,39.740943908691406,-8.818737983703613
0.14797832071781158,0.12477298577626546,0.2833976745605469,0.004276056618740161,-0.001628973986953497,-0.0014253526460379362,39.740943908691406,-8.818737983703613
0.10430080940326054,0.42838799953460693,0.1790917714436849,0.007330382941290736,0.0014253519475460052,-0.0016289743167969088,39.740943908691406,-8.818737983703613
-0.03988178074359894,1.1778497695922852,-0.0191043217976888,0.013235413857425252,-0.006515895947813988,-3.29843411842982e-10,39.740943908691406,-8.818737983703613
-0.17506614327430725,1.4842745463053386,-0.2505257924397786,0.0050905440002679825,-0.004479678289499134,0.0016289736183049779,39.740943908691406,-8.818737983703613
-0.08780914296706517,1.2315855026245117,0.18099657694498697,0.0034615700133144855,-0.0018325955024920404,0.003054325934499502,39.740943908691406,-8.818737983703613
-0.14527809619903564,0.8824089368184408,0.3359978993733724,0.0006108654973407587,0.0010181087030408282,0.003461569605860859,39.740943908691406,-8.818737983703613
0.12830090522766113,0.6480722427368164,0.8149449030558268,0.0006108654973407587,0.0042760564635197324,0.002036217658314854,39.740943908691406,-8.818737983703613
-0.011858234802881876,0.8197886149088541,0.5095774332682291,-0.01791871339082718,-0.001628974297394355,-0.00020362167075897256,39.74094772338867,-8.818723678588867
0.012117202083269754,-0.014865954717000326,0.2551676432291667,-0.05049819375077883,0.003054326089719931,0.00488692211608092,39.74094772338867,-8.818723678588867
-0.20711968342463175,-0.0841049353281657,0.3111260732014974,-0.0303396408756574,0.004683300231893857,0.009977465805908045,39.74094772338867,-8.818723678588867
-0.20731598138809204,-0.4891565640767415,0.7265755335489908,-0.008348492284615835,0.0010181086448331673,0.01404990100612243,39.74094772338867,-8.818723678588867
-0.32134699324766797,-1.343534787495931,-0.9513031641642252,-0.037466401855150856,0.005497787147760391,0.0038688136264681816,39.740943908691406,-8.818655014038086
