Timestamp,Unix Timestamp,Milliseconds,X,Y,Z
04-02-21 10:38,1612435136,1,-3.1624143,1.9869401,9.3409815
04-02-21 10:38,1612435136,12,-2.9156544,2.4418755,8.914461
04-02-21 10:38,1612435136,21,-2.8701909,2.7436702,9.451052
04-02-21 10:38,1612435136,32,-2.8701909,2.7675984,9.958928
04-02-21 10:38,1612435136,41,-2.800799,2.7245276,10.184153
04-02-21 10:38,1612435136,51,-2.9419754,2.5689943,9.946963
04-02-21 10:38,1612435136,62,-3.1671999,2.449054,9.779167
04-02-21 10:38,1612435136,71,-3.2991042,2.3988047,9.541979
04-02-21 10:38,1612435136,81,-3.4522448,2.3772693,9.300004
04-02-21 10:38,1612435136,92,-3.6056845,2.4275186,9.22822
04-02-21 10:38,1612435136,101,-3.5168512,2.5378876,9.043972
04-02-21 10:38,1612435136,111,-3.411567,2.4825535,9.199506
04-02-21 10:38,1612435136,122,-3.370889,2.4035904,9.324232
04-02-21 10:38,1612435136,131,-3.272484,2.353341,9.252148
04-02-21 10:38,1612435136,142,-3.2365918,2.3629124,9.218648
04-02-21 10:38,1612435136,151,-3.054737,2.3102703,8.87139
04-02-21 10:38,1612435136,161,-2.9587252,2.2504497,9.043972
04-02-21 10:38,1612435136,172,-2.9371898,2.3629124,9.252148
04-02-21 10:38,1612435136,181,-2.9012976,2.4059832,9.240184
04-02-21 10:38,1612435136,191,-2.8390841,2.4251258,9.280862
04-02-21 10:38,1612435136,201,-2.8989046,2.3437698,9.268898
04-02-21 10:38,1612435136,211,-2.975475,2.2983062,9.352945
04-02-21 10:38,1612435136,221,-3.0475588,2.243271,9.256933
04-02-21 10:38,1612435136,232,-3.138486,2.2504497,9.280862
04-02-21 10:38,1612435136,241,-3.1815567,2.2695923,9.146864
04-02-21 10:38,1612435136,251,-3.1193435,2.3318057,9.496515
04-02-21 10:38,1612435136,262,-3.1839497,2.4059832,9.635597
04-02-21 10:38,1612435136,272,-3.2270205,2.475375,9.470194
04-02-21 10:38,1612435136,282,-3.1552358,2.42034,9.400802
04-02-21 10:38,1612435136,291,-3.1360931,2.4059832,9.372088
04-02-21 10:38,1612435136,301,-3.0786655,2.3581266,9.364909
04-02-21 10:38,1612435136,312,-3.0882368,2.3772693,9.372088
04-02-21 10:38,1612435136,321,-3.1025937,2.3844478,9.386445
04-02-21 10:38,1612435136,331,-3.1217363,2.4514468,9.443872
04-02-21 10:38,1612435136,342,-3.248556,2.4394827,9.393623
04-02-21 10:38,1612435136,351,-3.203092,2.4442682,9.388838
04-02-21 10:38,1612435136,361,-3.042773,2.3748765,9.398409
04-02-21 10:38,1612435136,371,-3.0619156,2.2935205,9.422338
04-02-21 10:38,1612435136,381,-3.045166,2.3437698,9.465408
04-02-21 10:38,1612435136,391,-3.1217363,2.4251258,9.553943
04-02-21 10:38,1612435136,402,-3.1576285,2.4323041,9.573085
04-02-21 10:38,1612435136,411,-3.1815567,2.3772693,9.474979
04-02-21 10:38,1612435136,421,-3.1624143,2.2983062,9.474979
04-02-21 10:38,1612435136,431,-3.205485,2.202294,9.233006
04-02-21 10:38,1612435136,441,-3.2341988,2.3054845,9.388838
04-02-21 10:38,1612435136,452,-3.2772696,2.3318057,9.326625
04-02-21 10:38,1612435136,461,-3.1265218,2.3078775,9.372088
04-02-21 10:38,1612435136,471,-3.164807,2.2528424,9.369696
04-02-21 10:38,1612435136,482,-3.1480572,2.1544378,9.307182
04-02-21 10:38,1612435136,491,-3.203092,2.0802603,9.352945
04-02-21 10:38,1612435136,501,-3.1863425,2.1137598,9.508479
04-02-21 10:38,1612435136,511,-3.301497,2.2959132,9.7863455
04-02-21 10:38,1612435136,522,-3.5336008,2.341377,9.783953
04-02-21 10:38,1612435136,531,-3.7636108,1.8478572,9.163613
04-02-21 10:38,1612435136,541,-3.437888,2.1687946,9.463016
04-02-21 10:38,1612435136,552,-3.5650067,2.2695923,9.34816
04-02-21 10:38,1612435136,561,-3.4594233,2.3485553,9.075079
04-02-21 10:38,1612435136,573,-3.4067812,2.2767708,8.928818
04-02-21 10:38,1612435136,582,-3.4570305,2.053939,8.943174
04-02-21 10:38,1612435136,591,-3.4474592,2.0036898,8.952746
04-02-21 10:38,1612435136,602,-3.3637104,1.9698912,8.952746
04-02-21 10:38,1612435136,611,-3.2871401,1.9989042,8.861818
04-02-21 10:38,1612435136,622,-3.6774693,2.2935205,8.792427
04-02-21 10:38,1612435136,631,-3.8644085,2.5064816,9.010174
04-02-21 10:38,1612435136,642,-2.865405,2.1951156,9.681062
04-02-21 10:38,1612435136,651,-2.515754,1.7641085,10.861919
04-02-21 10:38,1612435136,661,-2.6090739,1.2873386,11.647662
04-02-21 10:38,1612435136,672,-2.554039,1.1796615,10.732707
04-02-21 10:38,1612435136,681,-3.0355947,1.416551,9.870394
04-02-21 10:38,1612435136,693,-2.4005992,1.5580267,9.44148
04-02-21 10:38,1612435136,701,-2.352743,1.7282162,9.273684
04-02-21 10:38,1612435136,712,-2.4556344,1.8909281,9.321838
04-02-21 10:38,1612435136,721,-2.8031917,2.0371895,9.096615
04-02-21 10:38,1612435136,732,-2.9539394,1.9411774,8.677272
04-02-21 10:38,1612435136,741,-2.879762,1.9076779,8.713164
04-02-21 10:38,1612435136,752,-2.7912276,1.7090735,8.94796
04-02-21 10:38,1612435136,761,-2.7335007,1.7377875,8.952746
04-02-21 10:38,1612435136,772,-2.4101706,1.6680965,9.317053
04-02-21 10:38,1612435136,781,-2.5085754,1.4766706,9.695418
04-02-21 10:38,1612435136,791,-2.554039,1.3950156,10.239187
04-02-21 10:38,1612435136,801,-2.5396821,1.3686945,10.234402
04-02-21 10:38,1612435136,812,-2.5205395,1.4237294,9.8727865
04-02-21 10:38,1612435136,822,-2.566003,1.5963118,9.7145605
04-02-21 10:38,1612435136,831,-2.50379,1.7593229,9.429516
04-02-21 10:38,1612435136,842,-2.934797,2.0060828,9.537193
04-02-21 10:38,1612435136,851,-2.731108,1.9124635,9.635597
04-02-21 10:38,1612435136,861,-2.7433712,1.8239291,9.666704
04-02-21 10:38,1612435136,872,-2.8390841,1.8502501,9.575478
04-02-21 10:38,1612435136,881,-2.8390841,1.8502501,9.575478
04-02-21 10:38,1612435136,891,-2.8175488,1.9076779,9.386445
04-02-21 10:38,1612435136,902,-2.7768707,1.8502501,9.33141
04-02-21 10:38,1612435136,911,-2.716751,1.6944175,9.25454
04-02-21 10:38,1612435136,921,-2.5205395,1.4910276,9.244969
04-02-21 10:38,1612435137,931,-2.4269204,1.2873386,9.319446
04-02-21 10:38,1612435137,942,-2.556432,1.1916257,9.501301
04-02-21 10:38,1612435137,952,-2.7119653,1.3639089,9.712168
04-02-21 10:38,1612435137,962,-2.8965118,1.5747764,9.908679
04-02-21 10:38,1612435137,971,-3.0089746,1.7880367,9.889536
04-02-21 10:38,1612435137,982,-3.1576285,1.8837496,9.78156
04-02-21 10:38,1612435137,991,-3.1839497,1.9220347,9.6834545
04-02-21 10:38,1612435137,1001,-3.219842,2.053939,9.59492
04-02-21 10:38,1612435137,1012,-3.2943187,2.0611176,9.635597
04-02-21 10:38,1612435137,1021,-3.3469608,2.013261,9.793524
04-02-21 10:38,1612435137,1032,-3.394817,1.9579271,9.97807
04-02-21 10:38,1612435137,1041,-3.5626137,1.9148563,10.025927
04-02-21 10:38,1612435137,1052,-3.7396827,2.161616,9.817452
04-02-21 10:38,1612435137,1061,-3.6631124,2.1352952,9.618848
04-02-21 10:38,1612435137,1072,-3.5793636,1.9004993,9.520443
04-02-21 10:38,1612435137,1082,-3.4283166,1.6322042,9.396016
04-02-21 10:38,1612435137,1092,-3.2991042,1.6250256,9.326625
04-02-21 10:38,1612435137,1101,-3.2389846,1.6154544,9.259326
04-02-21 10:38,1612435137,1112,-3.2847474,1.6633109,9.216255
04-02-21 10:38,1612435137,1122,-3.411567,1.7377875,9.355338
04-02-21 10:38,1612435137,1132,-3.3876386,1.8167506,9.65474
04-02-21 10:38,1612435137,1141,-3.3732817,1.8430717,9.824631
04-02-21 10:38,1612435137,1152,-3.5216367,1.9507487,9.750453
04-02-21 10:38,1612435137,1161,-3.6176488,2.0754745,9.681062
04-02-21 10:38,1612435137,1172,-3.6990047,2.0946171,9.573085
04-02-21 10:38,1612435137,1182,-3.7923248,2.0635104,9.455837
04-02-21 10:38,1612435137,1191,-3.7660038,1.878964,9.508479
04-02-21 10:38,1612435137,1201,-3.7516468,1.8263218,9.498908
04-02-21 10:38,1612435137,1212,-3.5673995,1.7210377,9.506086
04-02-21 10:38,1612435137,1221,-3.3924243,1.5293127,9.489336
