0.000000000,0.040322581,0.000000000,0.189516129,0.092741935,0.000000000,0.000000000,0.804955192,0.008434370,0.000000000,0.008434370,0.000000000
0.060483871,0.000000000,0.000000000,0.173387097,0.080645161,0.000000000,0.000000000,0.804428044,0.008961518,0.000000000,0.008961518,0.000000000
0.000000000,0.112903226,0.000000000,0.100806452,0.048387097,0.000000000,0.000000000,0.805482341,0.009488666,0.000000000,0.009488666,0.000000000
0.000000000,0.064516129,0.000000000,0.116935484,0.032258065,0.000000000,0.000000000,0.806009489,0.012124407,0.000000000,0.010015814,0.000000000
0.056451613,0.000000000,0.000000000,0.024193548,0.064516129,0.000000000,0.000000000,0.807063785,0.011597259,0.000000000,0.010542963,0.000000000
0.104838710,0.000000000,0.036290323,0.000000000,0.060483871,0.000000000,0.000000000,0.807063785,0.010015814,0.000000000,0.011070111,0.000000000
0.145161290,0.000000000,0.012096774,0.000000000,0.044354839,0.000000000,0.000000000,0.807063785,0.009488666,0.000000000,0.011597259,0.000000000
0.000000000,0.245967742,0.000000000,0.020161290,0.000000000,0.120967742,0.000000000,0.807063785,0.012651555,0.000000000,0.011597259,0.000000000
0.060483871,0.000000000,0.080645161,0.000000000,0.056451613,0.000000000,0.000000000,0.807590933,0.013178703,0.000000000,0.011597259,0.000000000
0.000000000,0.116935484,0.000000000,0.129032258,0.056451613,0.000000000,0.000000000,0.809172377,0.013705851,0.000000000,0.011597259,0.000000000
0.000000000,0.129032258,0.000000000,0.000000000,0.088709677,0.000000000,0.000000000,0.809172377,0.015287296,0.000000000,0.012124407,0.000000000
0.149193548,0.000000000,0.000000000,0.173387097,0.100806452,0.000000000,0.000000000,0.810753822,0.016868740,0.000000000,0.012651555,0.000000000
0.201612903,0.000000000,0.000000000,0.000000000,0.000000000,0.112903226,0.000000000,0.809172377,0.016868740,0.000000000,0.013178703,0.000000000
0.000000000,0.100806452,0.076612903,0.000000000,0.000000000,0.056451613,0.000000000,0.808118081,0.015814444,0.000000000,0.012651555,0.000000000
0.000000000,0.254032258,0.165322581,0.000000000,0.012096774,0.000000000,0.000000000,0.808645229,0.014760148,0.000000000,0.012651555,0.000000000
0.000000000,0.036290323,0.064516129,0.000000000,0.032258065,0.000000000,0.000000000,0.809172377,0.013705851,0.000000000,0.012651555,0.000000000
0.076612903,0.000000000,0.161290323,0.000000000,0.000000000,0.060483871,0.000000000,0.808118081,0.012651555,0.000000000,0.012651555,0.000000000
0.072580645,0.000000000,0.040322581,0.000000000,0.000000000,0.084677419,0.000000000,0.806009489,0.011597259,0.000000000,0.012651555,0.000000000
0.133064516,0.000000000,0.000000000,0.012096774,0.036290323,0.000000000,0.000000000,0.806009489,0.012124407,0.000000000,0.012651555,0.000000000
0.112903226,0.000000000,0.000000000,0.080645161,0.000000000,0.036290323,0.000000000,0.804955192,0.012124407,0.000000000,0.012651555,0.000000000
